#Wavelength (nm)	6.4 nm	9.23 nm	11.8 nm
679	0.66859	0.77067	0.91747
679.1	0.66868	0.77076	0.91753
679.2	0.66877	0.77084	0.91758
679.3	0.66886	0.77093	0.91764
679.4	0.66895	0.77102	0.9177
679.5	0.66904	0.7711	0.91776
679.6	0.66913	0.77119	0.91782
679.7	0.66922	0.77127	0.91788
679.8	0.66931	0.77136	0.91794
679.9	0.66941	0.77145	0.918
680	0.6695	0.77153	0.91806
680.1	0.66959	0.77162	0.91811
680.2	0.66969	0.77171	0.91817
680.3	0.66978	0.77179	0.91823
680.4	0.66988	0.77188	0.91829
680.5	0.66998	0.77197	0.91835
680.6	0.67007	0.77206	0.91841
680.7	0.67017	0.77214	0.91847
680.8	0.67027	0.77223	0.91853
680.9	0.67037	0.77232	0.91859
681	0.67047	0.77241	0.91865
681.1	0.67057	0.7725	0.91871
681.2	0.67067	0.77259	0.91878
681.3	0.67077	0.77268	0.91884
681.4	0.67087	0.77277	0.9189
681.5	0.67097	0.77286	0.91896
681.6	0.67107	0.77295	0.91902
681.7	0.67118	0.77304	0.91908
681.8	0.67128	0.77313	0.91914
681.9	0.67138	0.77322	0.9192
682	0.67149	0.77331	0.91926
682.1	0.67159	0.7734	0.91932
682.2	0.67169	0.77349	0.91939
682.3	0.6718	0.77358	0.91945
682.4	0.6719	0.77368	0.91951
682.5	0.67201	0.77377	0.91957
682.6	0.67211	0.77386	0.91963
682.7	0.67222	0.77396	0.91969
682.8	0.67233	0.77405	0.91976
682.9	0.67243	0.77415	0.91982
683	0.67254	0.77424	0.91988
683.1	0.67265	0.77433	0.91994
683.2	0.67275	0.77443	0.92
683.3	0.67286	0.77453	0.92007
683.4	0.67297	0.77462	0.92013
683.5	0.67308	0.77472	0.92019
683.6	0.67318	0.77482	0.92025
683.7	0.67329	0.77491	0.92032
683.8	0.6734	0.77501	0.92038
683.9	0.67351	0.77511	0.92044
684	0.67361	0.77521	0.9205
684.1	0.67372	0.77531	0.92057
684.2	0.67383	0.77541	0.92063
684.3	0.67394	0.77551	0.92069
684.4	0.67405	0.77561	0.92075
684.5	0.67415	0.77571	0.92082
684.6	0.67426	0.77581	0.92088
684.7	0.67437	0.77591	0.92094
684.8	0.67448	0.77601	0.92101
684.9	0.67458	0.77611	0.92107
685	0.67469	0.77621	0.92113
685.1	0.6748	0.77632	0.92119
685.2	0.67491	0.77642	0.92126
685.3	0.67501	0.77652	0.92132
685.4	0.67512	0.77663	0.92138
685.5	0.67523	0.77673	0.92145
685.6	0.67533	0.77684	0.92151
685.7	0.67544	0.77694	0.92157
685.8	0.67554	0.77704	0.92164
685.9	0.67565	0.77715	0.9217
686	0.67576	0.77726	0.92176
686.1	0.67586	0.77736	0.92182
686.2	0.67597	0.77747	0.92189
686.3	0.67607	0.77757	0.92195
686.4	0.67617	0.77768	0.92201
686.5	0.67628	0.77779	0.92208
686.6	0.67638	0.7779	0.92214
686.7	0.67648	0.778	0.9222
686.8	0.67659	0.77811	0.92227
686.9	0.67669	0.77822	0.92233
687	0.67679	0.77833	0.92239
687.1	0.67689	0.77844	0.92245
687.2	0.67699	0.77855	0.92252
687.3	0.67709	0.77865	0.92258
687.4	0.67719	0.77876	0.92264
687.5	0.67729	0.77887	0.92271
687.6	0.67739	0.77898	0.92277
687.7	0.67749	0.77909	0.92283
687.8	0.67759	0.7792	0.9229
687.9	0.67768	0.77931	0.92296
688	0.67778	0.77942	0.92302
688.1	0.67788	0.77953	0.92308
688.2	0.67797	0.77964	0.92315
688.3	0.67807	0.77975	0.92321
688.4	0.67816	0.77986	0.92327
688.5	0.67826	0.77997	0.92333
688.6	0.67835	0.78008	0.9234
688.7	0.67845	0.78019	0.92346
688.8	0.67854	0.78031	0.92352
688.9	0.67863	0.78042	0.92358
689	0.67872	0.78053	0.92365
689.1	0.67881	0.78064	0.92371
689.2	0.6789	0.78075	0.92377
689.3	0.67899	0.78086	0.92383
689.4	0.67908	0.78097	0.92389
689.5	0.67917	0.78108	0.92396
689.6	0.67926	0.78119	0.92402
689.7	0.67934	0.7813	0.92408
689.8	0.67943	0.78141	0.92414
689.9	0.67952	0.78152	0.9242
690	0.6796	0.78163	0.92426
690.1	0.67969	0.78174	0.92433
690.2	0.67977	0.78185	0.92439
690.3	0.67985	0.78196	0.92445
690.4	0.67994	0.78207	0.92451
690.5	0.68002	0.78218	0.92457
690.6	0.6801	0.78229	0.92463
690.7	0.68018	0.78239	0.92469
690.8	0.68026	0.7825	0.92475
690.9	0.68034	0.78261	0.92481
691	0.68042	0.78272	0.92487
691.1	0.6805	0.78283	0.92494
691.2	0.68058	0.78293	0.925
691.3	0.68066	0.78304	0.92506
691.4	0.68073	0.78315	0.92512
691.5	0.68081	0.78326	0.92518
691.6	0.68089	0.78336	0.92524
691.7	0.68096	0.78347	0.9253
691.8	0.68104	0.78357	0.92536
691.9	0.68111	0.78368	0.92542
692	0.68119	0.78378	0.92548
692.1	0.68126	0.78389	0.92553
692.2	0.68133	0.78399	0.92559
692.3	0.68141	0.7841	0.92565
692.4	0.68148	0.7842	0.92571
692.5	0.68155	0.7843	0.92577
692.6	0.68162	0.7844	0.92583
692.7	0.68169	0.78451	0.92589
692.8	0.68176	0.78461	0.92595
692.9	0.68183	0.78471	0.92601
693	0.6819	0.78481	0.92606
693.1	0.68197	0.78491	0.92612
693.2	0.68204	0.78501	0.92618
693.3	0.68211	0.78511	0.92624
693.4	0.68217	0.78521	0.9263
693.5	0.68224	0.78531	0.92635
693.6	0.68231	0.7854	0.92641
693.7	0.68237	0.7855	0.92647
693.8	0.68244	0.7856	0.92652
693.9	0.68251	0.7857	0.92658
694	0.68257	0.78579	0.92664
694.1	0.68264	0.78589	0.92669
694.2	0.6827	0.78598	0.92675
694.3	0.68277	0.78608	0.92681
694.4	0.68283	0.78617	0.92686
694.5	0.6829	0.78626	0.92692
694.6	0.68296	0.78636	0.92698
694.7	0.68303	0.78645	0.92703
694.8	0.68309	0.78654	0.92709
694.9	0.68315	0.78663	0.92714
695	0.68322	0.78672	0.9272
695.1	0.68328	0.78681	0.92725
695.2	0.68334	0.7869	0.92731
695.3	0.68341	0.78699	0.92736
695.4	0.68347	0.78708	0.92742
695.5	0.68353	0.78716	0.92747
695.6	0.6836	0.78725	0.92752
695.7	0.68366	0.78734	0.92758
695.8	0.68372	0.78742	0.92763
695.9	0.68379	0.78751	0.92769
696	0.68385	0.78759	0.92774
696.1	0.68391	0.78768	0.92779
696.2	0.68397	0.78776	0.92785
696.3	0.68404	0.78784	0.9279
696.4	0.6841	0.78793	0.92795
696.5	0.68416	0.78801	0.928
696.6	0.68423	0.78809	0.92806
696.7	0.68429	0.78817	0.92811
696.8	0.68435	0.78825	0.92816
696.9	0.68442	0.78833	0.92821
697	0.68448	0.78841	0.92826
697.1	0.68454	0.78849	0.92832
697.2	0.68461	0.78857	0.92837
697.3	0.68467	0.78864	0.92842
697.4	0.68474	0.78872	0.92847
697.5	0.6848	0.7888	0.92852
697.6	0.68486	0.78887	0.92857
697.7	0.68493	0.78895	0.92862
697.8	0.68499	0.78902	0.92867
697.9	0.68506	0.7891	0.92872
698	0.68512	0.78917	0.92877
698.1	0.68519	0.78925	0.92882
698.2	0.68526	0.78932	0.92887
698.3	0.68532	0.78939	0.92892
698.4	0.68539	0.78946	0.92897
698.5	0.68546	0.78954	0.92901
698.6	0.68552	0.78961	0.92906
698.7	0.68559	0.78968	0.92911
698.8	0.68566	0.78975	0.92916
698.9	0.68573	0.78982	0.92921
699	0.68579	0.78989	0.92925
699.1	0.68586	0.78996	0.9293
699.2	0.68593	0.79002	0.92935
699.3	0.686	0.79009	0.9294
699.4	0.68607	0.79016	0.92944
699.5	0.68614	0.79023	0.92949
699.6	0.68621	0.79029	0.92954
699.7	0.68628	0.79036	0.92958
699.8	0.68635	0.79043	0.92963
699.9	0.68642	0.79049	0.92967
700	0.6865	0.79056	0.92972
700.1	0.68657	0.79062	0.92976
700.2	0.68664	0.79069	0.92981
700.3	0.68671	0.79075	0.92985
700.4	0.68679	0.79081	0.9299
700.5	0.68686	0.79088	0.92994
700.6	0.68694	0.79094	0.92999
700.7	0.68701	0.791	0.93003
700.8	0.68709	0.79107	0.93008
700.9	0.68716	0.79113	0.93012
701	0.68724	0.79119	0.93016
701.1	0.68731	0.79125	0.93021
701.2	0.68739	0.79132	0.93025
701.3	0.68747	0.79138	0.93029
701.4	0.68754	0.79144	0.93034
701.5	0.68762	0.7915	0.93038
701.6	0.6877	0.79156	0.93042
701.7	0.68778	0.79162	0.93046
701.8	0.68786	0.79168	0.9305
701.9	0.68794	0.79174	0.93054
702	0.68802	0.7918	0.93059
702.1	0.68809	0.79186	0.93063
702.2	0.68818	0.79192	0.93067
702.3	0.68826	0.79198	0.93071
702.4	0.68834	0.79204	0.93075
702.5	0.68842	0.7921	0.93079
702.6	0.6885	0.79216	0.93083
702.7	0.68858	0.79222	0.93087
702.8	0.68866	0.79228	0.93091
702.9	0.68875	0.79234	0.93095
703	0.68883	0.7924	0.93099
703.1	0.68891	0.79245	0.93103
703.2	0.689	0.79251	0.93107
703.3	0.68908	0.79257	0.9311
703.4	0.68916	0.79263	0.93114
703.5	0.68925	0.79269	0.93118
703.6	0.68933	0.79275	0.93122
703.7	0.68942	0.79281	0.93126
703.8	0.6895	0.79286	0.93129
703.9	0.68959	0.79292	0.93133
704	0.68967	0.79298	0.93137
704.1	0.68976	0.79304	0.93141
704.2	0.68984	0.7931	0.93144
704.3	0.68993	0.79316	0.93148
704.4	0.69002	0.79321	0.93152
704.5	0.6901	0.79327	0.93155
704.6	0.69019	0.79333	0.93159
704.7	0.69028	0.79339	0.93162
704.8	0.69036	0.79345	0.93166
704.9	0.69045	0.79351	0.9317
705	0.69054	0.79357	0.93173
705.1	0.69062	0.79363	0.93177
705.2	0.69071	0.79368	0.9318
705.3	0.6908	0.79374	0.93184
705.4	0.69088	0.7938	0.93187
705.5	0.69097	0.79386	0.9319
705.6	0.69106	0.79392	0.93194
705.7	0.69115	0.79398	0.93197
705.8	0.69123	0.79404	0.93201
705.9	0.69132	0.7941	0.93204
706	0.69141	0.79416	0.93207
706.1	0.69149	0.79422	0.93211
706.2	0.69158	0.79428	0.93214
706.3	0.69167	0.79434	0.93217
706.4	0.69176	0.7944	0.9322
706.5	0.69184	0.79446	0.93224
706.6	0.69193	0.79452	0.93227
706.7	0.69202	0.79458	0.9323
706.8	0.6921	0.79464	0.93233
706.9	0.69219	0.7947	0.93236
707	0.69228	0.79477	0.9324
707.1	0.69236	0.79483	0.93243
707.2	0.69245	0.79489	0.93246
707.3	0.69253	0.79495	0.93249
707.4	0.69262	0.79501	0.93252
707.5	0.6927	0.79507	0.93255
707.6	0.69279	0.79514	0.93258
707.7	0.69287	0.7952	0.93261
707.8	0.69296	0.79526	0.93264
707.9	0.69304	0.79532	0.93267
708	0.69313	0.79539	0.9327
708.1	0.69321	0.79545	0.93273
708.2	0.6933	0.79551	0.93276
708.3	0.69338	0.79558	0.93279
708.4	0.69346	0.79564	0.93282
708.5	0.69354	0.7957	0.93285
708.6	0.69363	0.79577	0.93288
708.7	0.69371	0.79583	0.93291
708.8	0.69379	0.7959	0.93294
708.9	0.69387	0.79596	0.93296
709	0.69395	0.79603	0.93299
709.1	0.69403	0.79609	0.93302
709.2	0.69412	0.79616	0.93305
709.3	0.6942	0.79622	0.93308
709.4	0.69427	0.79629	0.9331
709.5	0.69435	0.79635	0.93313
709.6	0.69443	0.79642	0.93316
709.7	0.69451	0.79648	0.93319
709.8	0.69459	0.79655	0.93321
709.9	0.69467	0.79662	0.93324
710	0.69474	0.79668	0.93327
710.1	0.69482	0.79675	0.93329
710.2	0.6949	0.79682	0.93332
710.3	0.69497	0.79688	0.93335
710.4	0.69505	0.79695	0.93337
710.5	0.69513	0.79702	0.9334
710.6	0.6952	0.79709	0.93343
710.7	0.69527	0.79715	0.93345
710.8	0.69535	0.79722	0.93348
710.9	0.69542	0.79729	0.9335
711	0.6955	0.79736	0.93353
711.1	0.69557	0.79743	0.93356
711.2	0.69564	0.7975	0.93358
711.3	0.69571	0.79756	0.93361
711.4	0.69578	0.79763	0.93363
711.5	0.69585	0.7977	0.93366
711.6	0.69593	0.79777	0.93368
711.7	0.696	0.79784	0.93371
711.8	0.69607	0.79791	0.93373
711.9	0.69613	0.79798	0.93376
712	0.6962	0.79805	0.93378
712.1	0.69627	0.79812	0.93381
712.2	0.69634	0.79819	0.93383
712.3	0.69641	0.79826	0.93385
712.4	0.69647	0.79833	0.93388
712.5	0.69654	0.7984	0.9339
712.6	0.69661	0.79847	0.93393
712.7	0.69667	0.79854	0.93395
712.8	0.69674	0.79861	0.93397
712.9	0.69681	0.79868	0.934
713	0.69687	0.79875	0.93402
713.1	0.69693	0.79883	0.93404
713.2	0.697	0.7989	0.93407
713.3	0.69706	0.79897	0.93409
713.4	0.69713	0.79904	0.93412
713.5	0.69719	0.79911	0.93414
713.6	0.69725	0.79918	0.93416
713.7	0.69731	0.79925	0.93418
713.8	0.69738	0.79933	0.93421
713.9	0.69744	0.7994	0.93423
714	0.6975	0.79947	0.93425
714.1	0.69756	0.79954	0.93428
714.2	0.69762	0.79961	0.9343
714.3	0.69768	0.79969	0.93432
714.4	0.69774	0.79976	0.93434
714.5	0.6978	0.79983	0.93437
714.6	0.69786	0.7999	0.93439
714.7	0.69792	0.79998	0.93441
714.8	0.69798	0.80005	0.93443
714.9	0.69804	0.80012	0.93446
715	0.6981	0.80019	0.93448
715.1	0.69816	0.80027	0.9345
715.2	0.69822	0.80034	0.93452
715.3	0.69828	0.80041	0.93455
715.4	0.69834	0.80048	0.93457
715.5	0.6984	0.80056	0.93459
715.6	0.69846	0.80063	0.93461
715.7	0.69851	0.8007	0.93463
715.8	0.69857	0.80078	0.93465
715.9	0.69863	0.80085	0.93468
716	0.69869	0.80092	0.9347
716.1	0.69875	0.80099	0.93472
716.2	0.6988	0.80107	0.93474
716.3	0.69886	0.80114	0.93476
716.4	0.69892	0.80121	0.93479
716.5	0.69898	0.80129	0.93481
716.6	0.69904	0.80136	0.93483
716.7	0.69909	0.80143	0.93485
716.8	0.69915	0.80151	0.93487
716.9	0.69921	0.80158	0.93489
717	0.69927	0.80165	0.93491
717.1	0.69933	0.80172	0.93494
717.2	0.69939	0.8018	0.93496
717.3	0.69944	0.80187	0.93498
717.4	0.6995	0.80194	0.935
717.5	0.69956	0.80202	0.93502
717.6	0.69962	0.80209	0.93504
717.7	0.69968	0.80216	0.93506
717.8	0.69974	0.80224	0.93509
717.9	0.6998	0.80231	0.93511
718	0.69986	0.80238	0.93513
718.1	0.69992	0.80246	0.93515
718.2	0.69998	0.80253	0.93517
718.3	0.70004	0.8026	0.93519
718.4	0.7001	0.80267	0.93521
718.5	0.70016	0.80275	0.93524
718.6	0.70022	0.80282	0.93526
718.7	0.70028	0.80289	0.93528
718.8	0.70034	0.80297	0.9353
718.9	0.7004	0.80304	0.93532
719	0.70047	0.80311	0.93534
719.1	0.70053	0.80318	0.93536
719.2	0.70059	0.80326	0.93538
719.3	0.70065	0.80333	0.93541
719.4	0.70072	0.8034	0.93543
719.5	0.70078	0.80347	0.93545
719.6	0.70085	0.80355	0.93547
719.7	0.70091	0.80362	0.93549
719.8	0.70097	0.80369	0.93551
719.9	0.70104	0.80377	0.93553
720	0.70111	0.80384	0.93556
720.1	0.70117	0.80391	0.93558
720.2	0.70124	0.80398	0.9356
720.3	0.70131	0.80406	0.93562
720.4	0.70137	0.80413	0.93564
720.5	0.70144	0.8042	0.93566
720.6	0.70151	0.80427	0.93568
720.7	0.70158	0.80434	0.93571
720.8	0.70165	0.80442	0.93573
720.9	0.70172	0.80449	0.93575
721	0.70179	0.80456	0.93577
721.1	0.70186	0.80463	0.93579
721.2	0.70193	0.80471	0.93581
721.3	0.702	0.80478	0.93584
721.4	0.70207	0.80485	0.93586
721.5	0.70214	0.80492	0.93588
721.6	0.70222	0.80499	0.9359
721.7	0.70229	0.80507	0.93592
721.8	0.70236	0.80514	0.93595
721.9	0.70244	0.80521	0.93597
722	0.70251	0.80528	0.93599
722.1	0.70259	0.80535	0.93601
722.2	0.70266	0.80543	0.93603
722.3	0.70274	0.8055	0.93606
722.4	0.70282	0.80557	0.93608
722.5	0.70289	0.80564	0.9361
722.6	0.70297	0.80571	0.93612
722.7	0.70305	0.80579	0.93614
722.8	0.70313	0.80586	0.93617
722.9	0.70321	0.80593	0.93619
723	0.70329	0.806	0.93621
723.1	0.70337	0.80607	0.93623
723.2	0.70345	0.80615	0.93626
723.3	0.70353	0.80622	0.93628
723.4	0.70361	0.80629	0.9363
723.5	0.70369	0.80636	0.93632
723.6	0.70377	0.80643	0.93635
723.7	0.70386	0.80651	0.93637
723.8	0.70394	0.80658	0.93639
723.9	0.70402	0.80665	0.93641
724	0.70411	0.80672	0.93644
724.1	0.70419	0.80679	0.93646
724.2	0.70428	0.80686	0.93648
724.3	0.70436	0.80694	0.93651
724.4	0.70445	0.80701	0.93653
724.5	0.70454	0.80708	0.93655
724.6	0.70462	0.80715	0.93658
724.7	0.70471	0.80722	0.9366
724.8	0.7048	0.8073	0.93662
724.9	0.70488	0.80737	0.93664
725	0.70497	0.80744	0.93667
725.1	0.70506	0.80751	0.93669
725.2	0.70515	0.80758	0.93671
725.3	0.70524	0.80766	0.93674
725.4	0.70533	0.80773	0.93676
725.5	0.70542	0.8078	0.93679
725.6	0.70551	0.80787	0.93681
725.7	0.7056	0.80795	0.93683
725.8	0.70569	0.80802	0.93686
725.9	0.70578	0.80809	0.93688
726	0.70587	0.80816	0.9369
726.1	0.70597	0.80823	0.93693
726.2	0.70606	0.80831	0.93695
726.3	0.70615	0.80838	0.93698
726.4	0.70624	0.80845	0.937
726.5	0.70633	0.80853	0.93702
726.6	0.70643	0.8086	0.93705
726.7	0.70652	0.80867	0.93707
726.8	0.70661	0.80874	0.9371
726.9	0.70671	0.80882	0.93712
727	0.7068	0.80889	0.93715
727.1	0.70689	0.80896	0.93717
727.2	0.70699	0.80904	0.9372
727.3	0.70708	0.80911	0.93722
727.4	0.70718	0.80918	0.93724
727.5	0.70727	0.80926	0.93727
727.6	0.70737	0.80933	0.93729
727.7	0.70746	0.8094	0.93732
727.8	0.70755	0.80948	0.93734
727.9	0.70765	0.80955	0.93737
728	0.70774	0.80962	0.93739
728.1	0.70784	0.8097	0.93742
728.2	0.70793	0.80977	0.93744
728.3	0.70803	0.80985	0.93747
728.4	0.70812	0.80992	0.93749
728.5	0.70822	0.80999	0.93752
728.6	0.70831	0.81007	0.93754
728.7	0.70841	0.81014	0.93757
728.8	0.7085	0.81022	0.9376
728.9	0.7086	0.81029	0.93762
729	0.70869	0.81037	0.93765
729.1	0.70879	0.81044	0.93767
729.2	0.70888	0.81052	0.9377
729.3	0.70898	0.81059	0.93772
729.4	0.70907	0.81067	0.93775
729.5	0.70916	0.81074	0.93778
729.6	0.70926	0.81082	0.9378
729.7	0.70935	0.81089	0.93783
729.8	0.70945	0.81097	0.93785
729.9	0.70954	0.81104	0.93788
730	0.70963	0.81112	0.93791
730.1	0.70973	0.8112	0.93793
730.2	0.70982	0.81127	0.93796
730.3	0.70991	0.81135	0.93798
730.4	0.71001	0.81143	0.93801
730.5	0.7101	0.8115	0.93804
730.6	0.71019	0.81158	0.93806
730.7	0.71028	0.81166	0.93809
730.8	0.71037	0.81173	0.93812
730.9	0.71047	0.81181	0.93814
731	0.71056	0.81189	0.93817
731.1	0.71065	0.81196	0.9382
731.2	0.71074	0.81204	0.93822
731.3	0.71083	0.81212	0.93825
731.4	0.71092	0.8122	0.93828
731.5	0.71101	0.81228	0.9383
731.6	0.7111	0.81235	0.93833
731.7	0.71119	0.81243	0.93836
731.8	0.71128	0.81251	0.93838
731.9	0.71137	0.81259	0.93841
732	0.71146	0.81267	0.93844
732.1	0.71155	0.81275	0.93847
732.2	0.71163	0.81282	0.93849
732.3	0.71172	0.8129	0.93852
732.4	0.71181	0.81298	0.93855
732.5	0.7119	0.81306	0.93857
732.6	0.71198	0.81314	0.9386
732.7	0.71207	0.81322	0.93863
732.8	0.71216	0.8133	0.93866
732.9	0.71224	0.81338	0.93868
733	0.71233	0.81346	0.93871
733.1	0.71241	0.81354	0.93874
733.2	0.7125	0.81362	0.93877
733.3	0.71258	0.8137	0.93879
733.4	0.71267	0.81378	0.93882
733.5	0.71275	0.81386	0.93885
733.6	0.71283	0.81394	0.93888
733.7	0.71292	0.81402	0.93891
733.8	0.713	0.81411	0.93893
733.9	0.71308	0.81419	0.93896
734	0.71316	0.81427	0.93899
734.1	0.71325	0.81435	0.93902
734.2	0.71333	0.81443	0.93905
734.3	0.71341	0.81451	0.93907
734.4	0.71349	0.81459	0.9391
734.5	0.71357	0.81468	0.93913
734.6	0.71365	0.81476	0.93916
734.7	0.71373	0.81484	0.93919
734.8	0.71381	0.81492	0.93921
734.9	0.71389	0.815	0.93924
735	0.71397	0.81509	0.93927
735.1	0.71405	0.81517	0.9393
735.2	0.71412	0.81525	0.93933
735.3	0.7142	0.81533	0.93935
735.4	0.71428	0.81542	0.93938
735.5	0.71436	0.8155	0.93941
735.6	0.71443	0.81558	0.93944
735.7	0.71451	0.81566	0.93947
735.8	0.71459	0.81575	0.9395
735.9	0.71466	0.81583	0.93953
736	0.71474	0.81591	0.93955
736.1	0.71481	0.816	0.93958
736.2	0.71489	0.81608	0.93961
736.3	0.71497	0.81616	0.93964
736.4	0.71504	0.81625	0.93967
736.5	0.71512	0.81633	0.9397
736.6	0.71519	0.81641	0.93972
736.7	0.71526	0.8165	0.93975
736.8	0.71534	0.81658	0.93978
736.9	0.71541	0.81666	0.93981
737	0.71549	0.81674	0.93984
737.1	0.71556	0.81683	0.93987
737.2	0.71563	0.81691	0.9399
737.3	0.7157	0.81699	0.93993
737.4	0.71578	0.81708	0.93995
737.5	0.71585	0.81716	0.93998
737.6	0.71592	0.81724	0.94001
737.7	0.71599	0.81733	0.94004
737.8	0.71607	0.81741	0.94007
737.9	0.71614	0.81749	0.9401
738	0.71621	0.81758	0.94013
738.1	0.71628	0.81766	0.94016
738.2	0.71635	0.81774	0.94018
738.3	0.71643	0.81783	0.94021
738.4	0.7165	0.81791	0.94024
738.5	0.71657	0.81799	0.94027
738.6	0.71664	0.81807	0.9403
738.7	0.71671	0.81816	0.94033
738.8	0.71678	0.81824	0.94036
738.9	0.71685	0.81832	0.94039
739	0.71692	0.8184	0.94041
739.1	0.71699	0.81848	0.94044
739.2	0.71706	0.81857	0.94047
739.3	0.71714	0.81865	0.9405
739.4	0.71721	0.81873	0.94053
739.5	0.71728	0.81881	0.94056
739.6	0.71735	0.81889	0.94059
739.7	0.71742	0.81897	0.94062
739.8	0.71749	0.81905	0.94065
739.9	0.71756	0.81913	0.94067
740	0.71763	0.81921	0.9407
740.1	0.7177	0.81929	0.94073
740.2	0.71777	0.81937	0.94076
740.3	0.71784	0.81945	0.94079
740.4	0.71791	0.81953	0.94082
740.5	0.71798	0.81961	0.94085
740.6	0.71805	0.81969	0.94088
740.7	0.71812	0.81977	0.9409
740.8	0.7182	0.81985	0.94093
740.9	0.71827	0.81993	0.94096
741	0.71834	0.82001	0.94099
741.1	0.71841	0.82008	0.94102
741.2	0.71848	0.82016	0.94105
741.3	0.71855	0.82024	0.94108
741.4	0.71862	0.82031	0.94111
741.5	0.71869	0.82039	0.94113
741.6	0.71876	0.82047	0.94116
741.7	0.71884	0.82054	0.94119
741.8	0.71891	0.82062	0.94122
741.9	0.71898	0.82069	0.94125
742	0.71905	0.82077	0.94128
742.1	0.71912	0.82084	0.94131
742.2	0.7192	0.82092	0.94134
742.3	0.71927	0.82099	0.94136
742.4	0.71934	0.82106	0.94139
742.5	0.71941	0.82114	0.94142
742.6	0.71948	0.82121	0.94145
742.7	0.71956	0.82128	0.94148
742.8	0.71963	0.82135	0.94151
742.9	0.7197	0.82142	0.94154
743	0.71978	0.8215	0.94156
743.1	0.71985	0.82157	0.94159
743.2	0.71992	0.82164	0.94162
743.3	0.72	0.82171	0.94165
743.4	0.72007	0.82178	0.94168
743.5	0.72014	0.82184	0.94171
743.6	0.72022	0.82191	0.94173
743.7	0.72029	0.82198	0.94176
743.8	0.72037	0.82205	0.94179
743.9	0.72044	0.82211	0.94182
744	0.72051	0.82218	0.94185
744.1	0.72059	0.82225	0.94188
744.2	0.72066	0.82231	0.94191
744.3	0.72074	0.82238	0.94193
744.4	0.72081	0.82244	0.94196
744.5	0.72089	0.82251	0.94199
744.6	0.72096	0.82257	0.94202
744.7	0.72104	0.82263	0.94205
744.8	0.72111	0.82269	0.94207
744.9	0.72119	0.82276	0.9421
745	0.72126	0.82282	0.94213
745.1	0.72134	0.82288	0.94216
745.2	0.72142	0.82294	0.94219
745.3	0.72149	0.823	0.94222
745.4	0.72157	0.82306	0.94224
745.5	0.72164	0.82312	0.94227
745.6	0.72172	0.82317	0.9423
745.7	0.7218	0.82323	0.94233
745.8	0.72187	0.82329	0.94236
745.9	0.72195	0.82335	0.94238
746	0.72203	0.8234	0.94241
746.1	0.7221	0.82346	0.94244
746.2	0.72218	0.82351	0.94247
746.3	0.72226	0.82357	0.94249
746.4	0.72233	0.82362	0.94252
746.5	0.72241	0.82367	0.94255
746.6	0.72249	0.82373	0.94258
746.7	0.72256	0.82378	0.94261
746.8	0.72264	0.82383	0.94263
746.9	0.72272	0.82388	0.94266
747	0.7228	0.82393	0.94269
747.1	0.72287	0.82398	0.94272
747.2	0.72295	0.82403	0.94274
747.3	0.72303	0.82408	0.94277
747.4	0.72311	0.82413	0.9428
747.5	0.72318	0.82418	0.94283
747.6	0.72326	0.82423	0.94285
747.7	0.72334	0.82427	0.94288
747.8	0.72341	0.82432	0.94291
747.9	0.72349	0.82437	0.94294
748	0.72357	0.82441	0.94296
748.1	0.72365	0.82446	0.94299
748.2	0.72372	0.8245	0.94302
748.3	0.7238	0.82455	0.94305
748.4	0.72388	0.82459	0.94307
748.5	0.72396	0.82463	0.9431
748.6	0.72403	0.82467	0.94313
748.7	0.72411	0.82472	0.94315
748.8	0.72419	0.82476	0.94318
748.9	0.72426	0.8248	0.94321
749	0.72434	0.82484	0.94324
749.1	0.72442	0.82488	0.94326
749.2	0.72449	0.82492	0.94329
749.3	0.72457	0.82496	0.94332
749.4	0.72465	0.825	0.94334
749.5	0.72472	0.82504	0.94337
749.6	0.7248	0.82508	0.9434
749.7	0.72488	0.82511	0.94343
749.8	0.72495	0.82515	0.94345
749.9	0.72503	0.82519	0.94348
750	0.7251	0.82523	0.94351
750.1	0.72518	0.82526	0.94353
750.2	0.72525	0.8253	0.94356
750.3	0.72533	0.82533	0.94359
750.4	0.7254	0.82537	0.94361
750.5	0.72548	0.8254	0.94364
750.6	0.72555	0.82544	0.94367
750.7	0.72563	0.82547	0.94369
750.8	0.7257	0.82551	0.94372
750.9	0.72578	0.82554	0.94375
751	0.72585	0.82557	0.94377
751.1	0.72593	0.82561	0.9438
751.2	0.726	0.82564	0.94383
751.3	0.72607	0.82567	0.94385
751.4	0.72615	0.82571	0.94388
751.5	0.72622	0.82574	0.94391
751.6	0.72629	0.82577	0.94393
751.7	0.72637	0.8258	0.94396
751.8	0.72644	0.82583	0.94399
751.9	0.72651	0.82587	0.94401
752	0.72659	0.8259	0.94404
752.1	0.72666	0.82593	0.94407
752.2	0.72673	0.82596	0.94409
752.3	0.7268	0.82599	0.94412
752.4	0.72687	0.82602	0.94414
752.5	0.72694	0.82605	0.94417
752.6	0.72702	0.82609	0.9442
752.7	0.72709	0.82612	0.94422
752.8	0.72716	0.82615	0.94425
752.9	0.72723	0.82618	0.94428
753	0.7273	0.82621	0.9443
753.1	0.72737	0.82624	0.94433
753.2	0.72744	0.82627	0.94435
753.3	0.72751	0.8263	0.94438
